,,,actor_behavior,actor_behavior,duration_hours
updated plan after review,create procedure confirmation,continuation,1,1.0,0.0
phase decision taken,phase updated plan received,all,1,1.0,0.0
request complete,create subcases submit draft decision,all,1,1.0,0.0
request complete,create subcases submit draft decision,continuation,1,1.0,0.0
enrich draft decision,procedure change after completeness,all,1,1.0,0.0
enrich draft decision,procedure change after completeness,continuation,1,1.0,0.0
create draft environtmental permit,retrieve missing data,all,1,1.0,0.0
create draft environtmental permit,retrieve missing data,continuation,1,1.0,0.0
retrieve missing data,phase concept draft decision ready,all,1,1.0,0.0
retrieve missing data,phase concept draft decision ready,continuation,1,1.0,0.0
resume completeness subcases,start decisionphase draft decision - permitting decided,all,1,1.0,0.0
phase draft decision ready,enter senddate retrieve missing data,all,1,1.0,8.373333333333333
phase draft decision ready,enter senddate retrieve missing data,continuation,1,1.0,8.373333333333333
phase perspective submitted,subcases reassessment plan completed,all,1,1.0,0.0
phase perspective submitted,subcases reassessment plan completed,continuation,1,1.0,0.0
date draft decision for inspection,submit decision,all,1,1.0,1680.0
phase decision sent,phase draft decision sent,all,1,1.0,0.0
phase decision sent,phase draft decision sent,continuation,1,1.0,0.0
phase draft decision sent,set decision status,all,1,1.0,0.0
phase draft decision sent,set decision status,continuation,1,1.0,0.0
enter senddate acknowledgement,start date suspension competent authority,all,1,1.0,515.8925
date continuation term to decision,regular procedure without MER,all,1,1.0,168.0
procedure change after completeness,create suspension competent authority,all,1,1.0,0.0
procedure change after completeness,create suspension competent authority,continuation,1,1.0,0.0
create continuation letter,send letter in progress,all,1,1.0,0.0
create continuation letter,send letter in progress,continuation,1,1.0,0.0
send procedure confirmation,enter date decision procedure term extension,all,1,1.0,1142.2269444444444
article 34  WABO applies,suspend term,all,1,1.0,0.0
article 34  WABO applies,suspend term,continuation,1,1.0,0.0
suspend term,send confirmation receipt additional data,all,1,1.0,0.0
suspend term,send confirmation receipt additional data,continuation,1,1.0,0.0
register suspension by competent authority,receive additional information,all,1,1.0,0.0
register suspension by competent authority,receive additional information,continuation,1,1.0,0.0
receive additional information,phase procedure term resumed,all,1,1.0,0.0
receive additional information,phase procedure term resumed,continuation,1,1.0,0.0
phase application receptive,phase procedure term suspended,all,1,1.0,0.0
phase application receptive,phase procedure term suspended,continuation,1,1.0,0.0
receive additional information,create subcases completeness,all,1,1.0,0.0
receive additional information,create subcases completeness,continuation,1,1.0,0.0
create subcases completeness,phase additional information received,all,1,1.0,0.0
create subcases completeness,phase additional information received,continuation,1,1.0,0.0
create letter requesting updated plan,procedure change after completeness,all,1,1.0,0.0
create letter requesting updated plan,procedure change after completeness,continuation,1,1.0,0.0
procedure change after completeness,phase advice known,all,1,1.0,0.0
procedure change after completeness,phase advice known,continuation,1,1.0,0.0
start date suspension competent authority,send suspension by competent authority,all,1,1.0,0.0
start date suspension competent authority,send suspension by competent authority,continuation,1,1.0,0.0
enter senddate suspension by competent authority,updated plan received,all,1,1.0,181.8075
updated plan received,continuation term to decision,all,1,1.0,0.0
updated plan received,continuation term to decision,continuation,1,1.0,0.0
article 34  WABO applies,phase updated plan received,all,1,1.0,0.0
article 34  WABO applies,phase updated plan received,continuation,1,1.0,0.0
enter senddate retrieve missing data,start phased application,all,1,1.0,0.0
start phased application,create letter requesting missing data,all,1,1.0,168.0
procedure change,create draft environtmental permit,all,1,1.0,0.0
procedure change,create draft environtmental permit,continuation,1,1.0,0.0
start date suspension competent authority,continuation term to decision,all,1,1.0,830.5494444444445
continuation term to decision,send suspension by competent authority,all,1,1.0,0.0
continuation term to decision,send suspension by competent authority,continuation,1,1.0,0.0
enter senddate suspension by competent authority,date continuation term to decision,all,1,1.0,80.2
create continuation letter,submit draft decision,all,1,1.0,0.0
create continuation letter,submit draft decision,continuation,1,1.0,0.0
enrich draft decision,start decisionphase draft decision - permitting decided,all,1,1.0,0.0
enrich draft decision,start decisionphase draft decision - permitting decided,continuation,1,1.0,0.0
start decisionphase draft decision - permitting decided,phase procedure term resumed,all,1,1.0,0.0
start decisionphase draft decision - permitting decided,phase procedure term resumed,continuation,1,1.0,0.0
phase procedure term resumed,generate draft decision environmental permit,all,1,1.0,0.0
phase procedure term resumed,generate draft decision environmental permit,continuation,1,1.0,0.0
enter senddate draft decision,enter publication date draft decision,all,1,1.0,0.0
enter senddate draft decision,enter publication date draft decision,continuation,1,1.0,0.0
publish official draft decision,phase draft decision sent,all,1,1.0,0.0
publish official draft decision,phase draft decision sent,continuation,1,1.0,0.0
entering senddate draft decision environmental permit,set decision phase: draft decision permitting,all,1,1.0,144.0
entering senddate draft decision environmental permit,set decision phase: draft decision permitting,continuation,1,1.0,144.0
set decision phase: draft decision permitting,set decision phase: draft decision for inspection,all,1,1.0,24.0
set decision phase: draft decision permitting,set decision phase: draft decision for inspection,continuation,1,1.0,24.0
start WABOprocedure,enter date termination request received,all,1,1.0,672.0
terminate on request,phase archived case,all,1,1.0,0.0
terminate on request,phase archived case,continuation,1,1.0,0.0
create cover letter extend procedure term,create subcases content,all,1,1.0,0.0
create cover letter extend procedure term,create subcases content,continuation,1,1.0,0.0
create subcases content,extend procedure term,all,1,1.0,0.0
create subcases content,extend procedure term,continuation,1,1.0,0.0
create subcases content,create letter requesting updated plan,all,1,1.0,0.0
create subcases content,create letter requesting updated plan,continuation,1,1.0,0.0
phase updated plan received,article 34  WABO applies,all,1,1.0,408.0
submit decision,keep permanently suspended,all,1,1.0,0.0
submit decision,keep permanently suspended,continuation,1,1.0,0.0
creating cover letter decision,create procedure confirmation,all,1,1.0,0.0
creating cover letter decision,create procedure confirmation,continuation,1,1.0,0.0
enter senddate acknowledgement,start WABOprocedure,all,1,1.0,0.0
subcases reassessment plan completed,creating environmental permit decision,all,1,1.0,0.0
subcases reassessment plan completed,creating environmental permit decision,continuation,1,1.0,0.0
start WABOprocedure,term for submitting updated plan,all,1,1.0,864.0
updated plan after review,publish,all,1,1.0,0.0
updated plan after review,publish,continuation,1,1.0,0.0
publish,phase procedure extended,all,1,1.0,0.0
publish,phase procedure extended,continuation,1,1.0,0.0
enter senddate decision procedure term extension,create letter requesting updated plan,all,1,1.0,200.9561111111111
registrer date of publishing received request,assessment of content completed,all,1,1.0,9.20722222222222
registrer date of publishing received request,assessment of content completed,continuation,1,1.0,9.20722222222222
publish,generating decision environmental permit,all,1,1.0,0.0
publish,generating decision environmental permit,continuation,1,1.0,0.0
forward to the competent authority,creating environmental permit decision,all,1,1.0,0.0
forward to the competent authority,creating environmental permit decision,continuation,1,1.0,0.0
create letter requesting updated plan,publish,all,1,1.0,0.0
create letter requesting updated plan,publish,continuation,1,1.0,0.0
read field phased application,publish,all,1,1.0,312.0
publish,transcript decision environmental permit to stakeholders,all,1,1.0,0.0
publish,transcript decision environmental permit to stakeholders,continuation,1,1.0,0.0
publish,enter senddate decision environmental permit,all,1,1.0,0.0
publish,enter senddate decision environmental permit,continuation,1,1.0,0.0
request updated plan,start decision phase extension granted,all,1,1.0,0.0
request updated plan,start decision phase extension granted,continuation,1,1.0,0.0
enter senddate procedure term extension,phase updated plan requested,all,1,1.0,0.0
enter senddate procedure term extension,phase updated plan requested,continuation,1,1.0,0.0
start decision phase extension granted,enter senddate updated plan,all,1,1.0,9.106944444444444
start decision phase extension granted,enter senddate updated plan,continuation,1,1.0,9.106944444444444
enter senddate updated plan,enter date decision procedure term extension,all,1,1.0,0.08083333333333333
enter senddate updated plan,enter date decision procedure term extension,continuation,1,1.0,0.08083333333333333
register receipt updated plan,ask stakeholders views,all,1,1.0,156.22666666666666
register objection and appeal periods,coordination of application,all,1,1.0,0.0
register objection and appeal periods,coordination of application,continuation,1,1.0,0.0
coordination of application,creating cover letter decision,all,1,1.0,0.0
coordination of application,creating cover letter decision,continuation,1,1.0,0.0
suspension ground applicable,publish,all,1,1.0,0.0
suspension ground applicable,publish,continuation,1,1.0,0.0
phase decision taken,phase asked additional information,all,1,1.0,0.0
phase decision taken,phase asked additional information,continuation,1,1.0,0.0
register objection and appeal periods,create subcases completeness,all,1,1.0,0.0
register objection and appeal periods,create subcases completeness,continuation,1,1.0,0.0
create subcases content,forward to the competent authority,all,1,1.0,0.0
create subcases content,forward to the competent authority,continuation,1,1.0,0.0
enter senddate decision,phase draft decision sent,all,1,1.0,0.0
enter senddate decision,phase draft decision sent,continuation,1,1.0,0.0
enter publication date draft decision,set decision phase: draft decision permitted sent,all,1,1.0,0.0
enter publication date draft decision,set decision phase: draft decision permitted sent,continuation,1,1.0,0.0
set decision phase: draft decision permitted sent,phase decision ready,all,1,1.0,0.0
set decision phase: draft decision permitted sent,phase decision ready,continuation,1,1.0,0.0
phase decision ready,entering senddate draft decision environmental permit,all,1,1.0,9.380833333333333
create letter requesting updated plan,create subcases content,all,1,1.0,0.0
create letter requesting updated plan,create subcases content,continuation,1,1.0,0.0
create subcases content,phase updated plan requested,all,1,1.0,0.0
create subcases content,phase updated plan requested,continuation,1,1.0,0.0
enter senddate updated plan,creating cover letter decision,all,1,1.0,542.4355555555555
creating cover letter decision,send confirmation receipt,all,1,1.0,0.0
register objection and appeal periods,updated plan received,all,1,1.0,0.0
phase updated plan received,enter senddate decision,all,1,1.0,0.0
enter senddate decision environmental permit,register receipt updated plan,all,1,1.0,297.5191666666667
create procedure confirmation,enter enddate suspension art. 33 WABO,all,1,1.0,792.0
enter enddate of suspension,request complete,all,1,1.0,72.0
procedure change,send decision suspension,all,1,1.0,0.0
procedure change,send decision suspension,continuation,1,1.0,0.0
subcase art. 33 WABO completed,set decision phase suspension sent,all,1,1.0,0.0
subcase art. 33 WABO completed,set decision phase suspension sent,continuation,1,1.0,0.0
phase perspective submitted,treat subcases reassessment plan,all,1,1.0,0.0
phase perspective submitted,treat subcases reassessment plan,continuation,1,1.0,0.0
create procedure confirmation,send letter in progress,all,1,1.0,168.0
coordination of application,request complete,all,1,1.0,0.0
coordination of application,request complete,continuation,1,1.0,0.0
phase draft decision sent,create draft environtmental permit,all,1,1.0,0.0
phase draft decision sent,create draft environtmental permit,continuation,1,1.0,0.0
enter senddate procedure confirmation,enter enddate suspension art. 33 WABO,all,1,1.0,103.66499999999999
enter enddate of suspension,procedure change,all,1,1.0,408.0
create subcases completeness,creating decision suspension art. 33 WABO,all,1,1.0,0.0
create subcases completeness,creating decision suspension art. 33 WABO,continuation,1,1.0,0.0
creating decision suspension art. 33 WABO,send decision suspension,all,1,1.0,0.0
creating decision suspension art. 33 WABO,send decision suspension,continuation,1,1.0,0.0
set decision phase suspension sent,creating environmental permit decision,all,1,1.0,0.0
set decision phase suspension sent,creating environmental permit decision,continuation,1,1.0,0.0
enter senddate decision suspension,register objection and appeal periods,all,1,1.0,158.20555555555558
initiative competent authority,publish,all,1,1.0,0.0
initiative competent authority,publish,continuation,1,1.0,0.0
publish,create message terminate request,all,1,1.0,0.0
publish,create message terminate request,continuation,1,1.0,0.0
phase archived case,send procedure confirmation,all,1,1.0,0.0
phase archived case,send procedure confirmation,continuation,1,1.0,0.0
send procedure confirmation,stop all running subcases 2b,all,1,1.0,0.0
send procedure confirmation,stop all running subcases 2b,continuation,1,1.0,0.0
stop all running subcases 2b,enter senddate procedure confirmation,all,1,1.0,15.186944444444444
send confirmation receipt additional data,set decision phase decision permitting decided,all,1,1.0,0.0
send confirmation receipt additional data,set decision phase decision permitting decided,continuation,1,1.0,0.0
publish,set decision phase decision permitting decided,all,1,1.0,0.0
publish,set decision phase decision permitting decided,continuation,1,1.0,0.0
phase decision taken,phase concept draft decision ready,all,1,1.0,0.0
phase decision taken,phase concept draft decision ready,continuation,1,1.0,0.0
phase concept draft decision ready,transcript decision environmental permit to stakeholders,all,1,1.0,0.0
phase concept draft decision ready,transcript decision environmental permit to stakeholders,continuation,1,1.0,0.0
generate draft decision environmental permit,set decision phase decision permitting decided,all,1,1.0,0.0
generate draft decision environmental permit,set decision phase decision permitting decided,continuation,1,1.0,0.0
create procedure confirmation,creating environmental permit decision,all,1,1.0,0.0
create procedure confirmation,creating environmental permit decision,continuation,1,1.0,0.0
create letter requesting updated plan,send confirmation receipt additional data,all,1,1.0,0.0
create letter requesting updated plan,send confirmation receipt additional data,continuation,1,1.0,0.0
register receipt updated plan,register objection and appeal periods,all,1,1.0,240.0
submit decision,phase updated plan received,all,1,1.0,0.0
submit decision,phase updated plan received,continuation,1,1.0,0.0
phase updated plan received,phase decision taken,all,1,1.0,0.0
phase updated plan requested,phase decision ready,all,1,1.0,0.0
phase updated plan requested,phase decision ready,continuation,1,1.0,0.0
updated plan after review,procedure change,all,1,1.0,0.0
updated plan after review,procedure change,continuation,1,1.0,0.0
procedure change,request updated plan,all,1,1.0,0.0
procedure change,request updated plan,continuation,1,1.0,0.0
create confirmation suspension,suspend term,all,1,1.0,0.0
create confirmation suspension,suspend term,continuation,1,1.0,0.0
phase procedure term suspended,send confirmation suspension,all,1,1.0,0.0
phase procedure term suspended,send confirmation suspension,continuation,1,1.0,0.0
send confirmation suspension,enter date request received,all,1,1.0,8.295277777777777
enter date request received,enter senddate suspension,all,1,1.0,0.15777777777777777
enter date request received,enter senddate suspension,continuation,1,1.0,0.15777777777777777
enter senddate suspension,enter date termination request received,all,1,1.0,735.5469444444444
create cover letter permanent suspension,phase asked additional information,all,1,1.0,0.0
create cover letter permanent suspension,phase asked additional information,continuation,1,1.0,0.0
phase permanently suspended,retrieve missing data,all,1,1.0,0.0
phase permanently suspended,retrieve missing data,continuation,1,1.0,0.0
decision keep permanently suspended,enter senddate retrieve missing data,all,1,1.0,12.104166666666666
decision keep permanently suspended,enter senddate retrieve missing data,continuation,1,1.0,12.104166666666666
applicant is stakeholder,enter senddate retrieve missing data,all,1,1.0,178.86277777777778
start decisionphase draft decision - permitting decided,create procedure confirmation,all,1,1.0,1680.0
set decision phase inspection of decision permitting,set decision status,all,1,1.0,0.0
phase decision taken,phase draft decision sent,all,1,1.0,0.0
generate draft decision environmental permit,enrich draft decision environmental permit,all,1,1.0,0.0
generate draft decision environmental permit,enrich draft decision environmental permit,continuation,1,1.0,0.0
enrich draft decision environmental permit,transcript decision environmental permit to stakeholders,all,1,1.0,0.0
register objection and appeal periods,send confirmation receipt additional data,all,1,1.0,0.0
register objection and appeal periods,send confirmation receipt additional data,continuation,1,1.0,0.0
creating cover letter decision,create decision procedure term extension,all,1,1.0,0.0
creating cover letter decision,create decision procedure term extension,continuation,1,1.0,0.0
create decision procedure term extension,set decision phase decision permitting decided,all,1,1.0,0.0
create decision procedure term extension,set decision phase decision permitting decided,continuation,1,1.0,0.0
transcript decision environmental permit to stakeholders,send confirmation receipt,all,1,1.0,0.0
transcript decision environmental permit to stakeholders,send confirmation receipt,continuation,1,1.0,0.0
treat subcases reassessment plan,generating decision environmental permit,all,1,1.0,0.0
treat subcases reassessment plan,generating decision environmental permit,continuation,1,1.0,0.0
phase application received,enter enddate of suspension,all,1,1.0,336.0
enter enddate of suspension,create procedure confirmation,all,1,1.0,0.0
enter enddate suspension art. 33 WABO,send confirmation receipt,all,1,1.0,0.0
send confirmation receipt,set decision phase: suspension cancelled,all,1,1.0,0.0
set decision phase: suspension cancelled,enter senddate procedure confirmation,all,1,1.0,24.0
stop suspended completeness subcases,treat subcases completeness,all,1,1.0,0.0
stop suspended completeness subcases,treat subcases completeness,continuation,1,1.0,0.0
receive additional information,phase concept draft decision ready,all,1,1.0,0.0
receive additional information,phase concept draft decision ready,continuation,1,1.0,0.0
forward to the competent authority,start decision phase decision permitting sent,all,1,1.0,0.0
forward to the competent authority,start decision phase decision permitting sent,continuation,1,1.0,0.0
forward to the competent authority,generating decision environmental permit,all,1,1.0,0.0
forward to the competent authority,generating decision environmental permit,continuation,1,1.0,0.0
request complete,phase updated plan requested,all,1,1.0,0.0
request complete,phase updated plan requested,continuation,1,1.0,0.0
phase advice known,register receipt updated plan,all,1,1.0,9.434166666666666
phase advice known,register receipt updated plan,continuation,1,1.0,9.434166666666666
register receipt updated plan,extend procedure term,all,1,1.0,182.56583333333336
phase updated plan received,grounds for refusal,all,1,1.0,24.0
phase updated plan received,grounds for refusal,continuation,1,1.0,24.0
forward to the competent authority,decision date prior to decision,all,1,1.0,384.0
by law,regular procedure without MER,all,1,1.0,0.0
by law,regular procedure without MER,continuation,1,1.0,0.0
enter receipt of additional data,article 34  WABO applies,all,1,1.0,157.3038888888889
creating decision permanently suspended,copy decision permanent suspension to stakeholders,all,1,1.0,0.0
creating decision permanently suspended,copy decision permanent suspension to stakeholders,continuation,1,1.0,0.0
send procedure confirmation,register deadline,all,1,1.0,949.4441666666667
by law,forward to the competent authority,all,1,1.0,0.0
by law,forward to the competent authority,continuation,1,1.0,0.0
enter senddate updated plan,start date suspension competent authority,all,1,1.0,662.0775
start date suspension competent authority,updated plan received,all,1,1.0,264.0
register suspension by competent authority,suspend term,all,1,1.0,0.0
register suspension by competent authority,suspend term,continuation,1,1.0,0.0
phase procedure term suspended,updated plan received,all,1,1.0,312.0
updated plan received,create suspension competent authority,all,1,1.0,336.0
phase procedure term resumed,date continuation term to decision,all,1,1.0,16.275555555555556
send confirmation receipt,send letter in progress,all,1,1.0,168.0
send confirmation receipt additional data,creating decision permanently suspended,all,1,1.0,0.0
send confirmation receipt additional data,creating decision permanently suspended,continuation,1,1.0,0.0
subcase perspective complete,perspective on draft decision environmental permit received,all,1,1.0,0.0
subcase perspective complete,perspective on draft decision environmental permit received,continuation,1,1.0,0.0
publish,term for supplying missing data,all,1,1.0,24.0
publish,term for supplying missing data,continuation,1,1.0,24.0
create cover letter extend procedure term,suspend term,all,1,1.0,0.0
create cover letter extend procedure term,suspend term,continuation,1,1.0,0.0
reason for suspension found,publish,all,1,1.0,0.0
reason for suspension found,publish,continuation,1,1.0,0.0
phase application receptive,ask stakeholders views,all,1,1.0,240.0
grounds for refusal,start decision phase decision permitting sent,all,1,1.0,0.0
send confirmation receipt,ask stakeholders views,all,1,1.0,240.0
grounds for refusal,phase decision taken,all,1,1.0,0.0
start decision phase permanently suspended decided,copy decision permanent suspension to stakeholders,all,1,1.0,0.0
start decision phase permanently suspended decided,copy decision permanent suspension to stakeholders,continuation,1,1.0,0.0
enter senddate acknowledgement,create letter requesting missing data,all,1,1.0,168.0
term for supplying missing data,forward to the competent authority,all,1,1.0,0.0
term for supplying missing data,forward to the competent authority,continuation,1,1.0,0.0
ask stakeholders views,phase additional information received,all,1,1.0,0.0
ask stakeholders views,phase additional information received,continuation,1,1.0,0.0
decision date prior to decision,coordination of application,all,1,1.0,0.0
decision date prior to decision,coordination of application,continuation,1,1.0,0.0
creating decision procedure term extension,submit decision,all,1,1.0,192.0
request complete,enter senddate decision procedure term extension,all,1,1.0,0.0
enter senddate decision procedure term extension,phase advice known,all,1,1.0,0.0
decision date prior to decision,decision date prior to decision,all,1,1.0,0.0
decision date prior to decision,decision date prior to decision,continuation,1,1.0,0.0
by law,create subcases content,all,1,1.0,0.0
by law,create subcases content,continuation,1,1.0,0.0
send confirmation receipt,enter date request received,all,1,1.0,672.0
enter date request received,suspend term,all,1,1.0,72.0
enter date request received,suspend term,continuation,1,1.0,72.0
create confirmation suspension,phase procedure term suspended,all,1,1.0,0.0
create confirmation suspension,phase procedure term suspended,continuation,1,1.0,0.0
create cover letter extend procedure term,forward to the competent authority,all,1,1.0,0.0
create cover letter extend procedure term,forward to the competent authority,continuation,1,1.0,0.0
forward to the competent authority,creating decision procedure term extension,all,1,1.0,0.0
forward to the competent authority,creating decision procedure term extension,continuation,1,1.0,0.0
start WABOprocedure,phase procedure extended,all,1,1.0,0.0
start WABOprocedure,phase procedure extended,continuation,1,1.0,0.0
set decision phase decision permitting decided,enter senddate procedure term extension,all,1,1.0,0.0
enter senddate procedure term extension,phase decision ready,all,1,1.0,0.0
enter senddate procedure term extension,phase decision ready,continuation,1,1.0,0.0
phase decision ready,enter senddate procedure term extension,all,1,1.0,0.0
phase decision ready,enter senddate procedure term extension,continuation,1,1.0,0.0
enter senddate procedure term extension,register objection and appeal periods,all,1,1.0,24.0
generating decision environmental permit,phase asked additional information,all,1,1.0,0.0
generating decision environmental permit,phase asked additional information,continuation,1,1.0,0.0
create subcases content,regular procedure without MER,all,1,1.0,0.0
create subcases content,regular procedure without MER,continuation,1,1.0,0.0
forward to the competent authority,grounds for refusal,all,1,1.0,0.0
forward to the competent authority,grounds for refusal,continuation,1,1.0,0.0
start WABOprocedure,suspension ground applicable,all,1,1.0,72.0
enter receipt of additional data,decision date prior to decision,all,1,1.0,336.0
regular procedure without MER,decision date prior to decision,all,1,1.0,0.0
regular procedure without MER,decision date prior to decision,continuation,1,1.0,0.0
create subcases completeness,ask stakeholders views,all,1,1.0,0.0
create subcases completeness,ask stakeholders views,continuation,1,1.0,0.0
continuation term to decision,create procedure confirmation,all,1,1.0,0.0
continuation term to decision,create procedure confirmation,continuation,1,1.0,0.0
phase advice known,phase procedure term suspended,all,1,1.0,0.0
phase advice known,phase procedure term suspended,continuation,1,1.0,0.0
send suspension by competent authority,creating environmental permit decision,all,1,1.0,0.0
send suspension by competent authority,creating environmental permit decision,continuation,1,1.0,0.0
creating environmental permit decision,start date suspension competent authority,all,1,1.0,10.397222222222222
creating environmental permit decision,start date suspension competent authority,continuation,1,1.0,10.397222222222222
start date suspension competent authority,submit decision,all,1,1.0,133.6027777777778
retrieve missing data,enter date termination request received,all,1,1.0,775.8680555555555
phase application received,initiative competent authority,all,1,1.0,144.0
register date decision terminate on request,applicant is stakeholder,all,1,1.0,11.697777777777778
register date decision terminate on request,applicant is stakeholder,continuation,1,1.0,11.697777777777778
forward to the competent authority,first or second phase,all,1,1.0,0.0
forward to the competent authority,first or second phase,continuation,1,1.0,0.0
term 14 or 26 weeks,start WABOprocedure,all,1,1.0,0.0
term 14 or 26 weeks,start WABOprocedure,continuation,1,1.0,0.0
forward to the competent authority,phase decision sent,all,1,1.0,0.0
forward to the competent authority,phase decision sent,continuation,1,1.0,0.0
create cover letter permanent suspension,create procedure confirmation,all,1,1.0,0.0
create cover letter permanent suspension,create procedure confirmation,continuation,1,1.0,0.0
create procedure confirmation,start decision phase permanent suspension sent,all,1,1.0,0.0
create procedure confirmation,start decision phase permanent suspension sent,continuation,1,1.0,0.0
register submission date request,application submitted through OLO,all,1,1.0,24.0
publish,send message OLO status additions required,all,1,1.0,0.0
publish,send message OLO status additions required,continuation,1,1.0,0.0
send message OLO status additions required,phase asked additional information,all,1,1.0,0.0
send message OLO status additions required,phase asked additional information,continuation,1,1.0,0.0
create draft environtmental permit,send message OLO-status in progress,all,1,1.0,0.0
create draft environtmental permit,send message OLO-status in progress,continuation,1,1.0,0.0
start decisionphase draft decision - permitting decided,start decisionphase draft decision - permitting decided,all,1,1.0,0.0
create cover letter draft decision,phase application received,all,1,1.0,0.0
create cover letter draft decision,phase application received,continuation,1,1.0,0.0
phase application received,set decision phase: draft decision permitted sent,all,1,1.0,0.0
phase application received,set decision phase: draft decision permitted sent,continuation,1,1.0,0.0
create draft environtmental permit,enter senddate draft decision,all,1,1.0,0.0
read field phased application,received OLO documents,all,1,1.0,0.0
read field phased application,received OLO documents,continuation,1,1.0,0.0
send procedure confirmation,enter senddate draft decision,all,1,1.0,0.0
send procedure confirmation,enter senddate draft decision,continuation,1,1.0,0.0
generate draft decision environmental permit,retrieve missing data,all,1,1.0,0.0
generate draft decision environmental permit,retrieve missing data,continuation,1,1.0,0.0
retrieve missing data,send design decision to stakeholders,all,1,1.0,0.0
retrieve missing data,send design decision to stakeholders,continuation,1,1.0,0.0
enter senddate procedure confirmation,create subcases content,all,1,1.0,86.3925
send letter in progress,phase decision taken,all,1,1.0,0.0
send letter in progress,phase decision taken,continuation,1,1.0,0.0
send letter in progress,set decision status,all,1,1.0,0.0
send letter in progress,set decision status,continuation,1,1.0,0.0
enter senddate retrieve missing data,enter date termination request received,all,1,1.0,253.3036111111111
decision date prior to decision,register submission date request,all,1,1.0,0.0
terminate on request,cancel case,all,1,1.0,0.0
terminate on request,cancel case,continuation,1,1.0,0.0
cancel case,stop all running subcases 2b,all,1,1.0,0.0
cancel case,stop all running subcases 2b,continuation,1,1.0,0.0
create subcases completeness,start decision phase permanent suspension sent,all,1,1.0,0.0
create subcases completeness,start decision phase permanent suspension sent,continuation,1,1.0,0.0
enter senddate updated plan,cancel case,all,1,1.0,471.59277777777777
objection to permanent suspension received,set decision status,all,1,1.0,0.0
objection to permanent suspension received,set decision status,continuation,1,1.0,0.0
extend procedure term,procedure change after completeness,all,1,1.0,0.0
extend procedure term,procedure change after completeness,continuation,1,1.0,0.0
by law,register number of days extension period,all,1,1.0,0.0
by law,register number of days extension period,continuation,1,1.0,0.0
phase procedure extended,phase additional information received,all,1,1.0,0.0
received OLO documents,enter date decision procedure term extension,all,1,1.0,10.956666666666667
start decisionphase draft decision - permitting decided,phase draft decision sent,all,1,1.0,24.0
phase draft decision sent,set decision phase: draft decision permitted sent,all,1,1.0,0.0
phase draft decision sent,set decision phase: draft decision permitted sent,continuation,1,1.0,0.0
decision keep permanently suspended,decision permanent suspension irrevocable,all,1,1.0,8.986388888888888
forward to the competent authority,register submission date request,all,1,1.0,0.0
forward to the competent authority,register submission date request,continuation,1,1.0,0.0
grounds for refusal,phase application received,all,1,1.0,0.0
grounds for refusal,phase application received,continuation,1,1.0,0.0
received OLO documents,read field phased application,all,1,1.0,0.0
received OLO documents,read field phased application,continuation,1,1.0,0.0
phase asked additional information,send procedure confirmation,all,1,1.0,0.0
phase asked additional information,send procedure confirmation,continuation,1,1.0,0.0
terminate on request,ask stakeholders views,all,1,1.0,0.0008333333333333334
terminate on request,ask stakeholders views,continuation,1,1.0,0.0008333333333333334
read field phased application,create publication document,all,1,1.0,24.0
create publication document,publish,all,1,1.0,0.0
create publication document,publish,continuation,1,1.0,0.0
record date of decision environmental permit,received OLO documents,all,1,1.0,0.0
record date of decision environmental permit,received OLO documents,continuation,1,1.0,0.0
send procedure confirmation,register objection and appeal periods,all,1,1.0,24.0
regular procedure without MER,term 14 or 26 weeks,all,1,1.0,0.0
regular procedure without MER,term 14 or 26 weeks,continuation,1,1.0,0.0
publish,MER required,all,1,1.0,0.0
publish,MER required,continuation,1,1.0,0.0
first phase affected,create publication document,all,1,1.0,0.0
first phase affected,create publication document,continuation,1,1.0,0.0
create publication document,start phased application,all,1,1.0,0.0
create publication document,start phased application,continuation,1,1.0,0.0
enter senddate decision procedure term extension,phase application receptive,all,1,1.0,0.0
enter senddate decision procedure term extension,phase application receptive,continuation,1,1.0,0.0
creating cover letter decision,send procedure confirmation,all,1,1.0,0.0
creating cover letter decision,send procedure confirmation,continuation,1,1.0,0.0
enter senddate procedure confirmation,register number of days extension period,all,1,1.0,1136.5080555555555
enter date draft decisionenvironmental permit,publish,all,1,1.0,33.464166666666664
phase additional information received,enter senddate decision suspension,all,1,1.0,33.99861111111111
set decision phase decision permitting decided,send procedure confirmation,all,1,1.0,0.0
set decision phase decision permitting decided,send procedure confirmation,continuation,1,1.0,0.0
enter senddate decision suspension,send confirmation receipt additional data,all,1,1.0,5808.0
receive additional information,register date environmental permit decision,all,1,1.0,180.1363888888889
procedure change after completeness,request complete,all,1,1.0,0.0
procedure change after completeness,request complete,continuation,1,1.0,0.0
phase advice known,registrer date of publishing received request,all,1,1.0,203.79583333333332
suspension ground applicable,enter senddate procedure confirmation,all,1,1.0,1296.0
request complete,stop suspended completeness subcases,all,1,1.0,0.0
request complete,stop suspended completeness subcases,continuation,1,1.0,0.0
extend procedure term,enter senddate decision suspension,all,1,1.0,36.30361111111111
enter senddate decision suspension,suspend term,all,1,1.0,9.365277777777777
registrer date of publishing received request,suspension ground applicable,all,1,1.0,312.0
decision date prior to decision,enter senddate decision suspension,all,1,1.0,0.0
decision date prior to decision,enter senddate decision suspension,continuation,1,1.0,0.0
resume completeness subcases,phase decision suspended,all,1,1.0,0.0
